year,week,team,base,nickel,dime
2025,12,NO,29,25,1
2025,12,NYG,17,46,2
2025,12,NYJ,20,32,1
2025,12,PHI,20,46,1
2025,12,ARI,23,28,10
2025,12,PIT,27,32,0
2025,12,LAC,0,0,0
2025,12,SF,0,42,0
2025,12,SEA,2,37,25
2025,12,TB,17,38,0
2025,12,WSH,0,0,0
2025,13,ATL,23,40,0
2025,13,BAL,2,56,21
2025,13,BUF,15,27,1
2025,13,CAR,8,40,3
2025,13,CHI,0,28,23
2025,13,CIN,15,35,7
2025,13,CLV,21,28,14
2025,13,DAL,9,51,0
2025,13,DEN,20,44,18
2025,13,DET,42,14,0
2025,13,GB,18,42,0
2025,13,TEN,7,43,7
2025,13,HOU,6,45,0
2025,13,IND,19,43,9
2025,13,JAX,10,43,2
2025,13,KC,26,32,7
2025,13,LA,25,28,9
2025,13,LV,31,29,7
2025,13,MIA,11,58,0
2025,13,MIN,36,20,1
2025,13,NE,15,35,3
2025,13,NO,29,30,0
2025,13,NYG,15,36,12
2025,13,NYJ,37,29,0
2025,13,PHI,32,50,1
2025,13,ARI,21,23,13
2025,13,PIT,33,33,0
2025,13,LAC,6,34,6
2025,13,SF,9,51,0
2025,13,SEA,2,30,18
2025,13,TB,16,45,0
2025,13,WSH,23,33,12
2025,14,ATL,22,33,1
2025,14,BAL,12,25,11
2025,14,BUF,1,38,17
2025,14,CAR,0,0,0
2025,14,CHI,0,47,5
2025,14,CIN,20,35,5
2025,14,CLV,14,34,4
2025,14,DAL,12,45,0
2025,14,DEN,14,26,6
2025,14,DET,32,42,0
2025,14,GB,35,32,0
2025,14,TEN,11,53,0
2025,14,HOU,23,41,0
2025,14,IND,19,39,5
2025,14,JAX,15,46,2
2025,14,KC,20,35,10
2025,14,LA,7,24,28
2025,14,LV,46,21,4
2025,14,MIA,15,41,1
2025,14,MIN,24,25,0
2025,14,NE,0,0,0
2025,14,NO,14,48,5
2025,14,NYG,0,0,0
2025,14,NYJ,48,14,0
2025,14,PHI,17,54,0
2025,14,ARI,30,20,17
2025,14,PIT,36,31,0
2025,14,LAC,12,42,10
2025,14,SF,0,0,0
2025,14,SEA,2,46,14
2025,14,TB,30,25,0
2025,14,WSH,33,24,4
